epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,35.8716,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00126315,0.00126315,0.00126315
76,36.3327,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00127725,0.00127725,0.00127725
77,36.787,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00129127,0.00129127,0.00129127
78,37.2386,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00130521,0.00130521,0.00130521
79,37.672,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00131907,0.00131907,0.00131907
80,38.1165,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00133286,0.00133286,0.00133286
81,38.5641,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00134656,0.00134656,0.00134656
82,39.0675,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00136018,0.00136018,0.00136018
83,39.5209,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00137373,0.00137373,0.00137373
84,39.9991,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.0013872,0.0013872,0.0013872
85,40.4413,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00140058,0.00140058,0.00140058
86,40.8883,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00141389,0.00141389,0.00141389
87,41.3307,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00142712,0.00142712,0.00142712
88,41.7887,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00144027,0.00144027,0.00144027
89,42.2332,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00145334,0.00145334,0.00145334
90,42.694,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00146633,0.00146633,0.00146633
91,43.1478,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00147924,0.00147924,0.00147924
92,43.6189,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00149207,0.00149207,0.00149207
93,44.0759,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00150483,0.00150483,0.00150483
94,44.5329,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.0015175,0.0015175,0.0015175
95,45.001,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00153009,0.00153009,0.00153009
96,45.4416,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00154261,0.00154261,0.00154261
97,45.8906,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00155505,0.00155505,0.00155505
98,46.3515,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.0015674,0.0015674,0.0015674
99,46.8251,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00157968,0.00157968,0.00157968
100,47.2715,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00159188,0.00159188,0.00159188
101,47.7267,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.001604,0.001604,0.001604
102,48.1872,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00160004,0.00160004,0.00160004
103,48.6387,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00159608,0.00159608,0.00159608
104,49.0885,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00159212,0.00159212,0.00159212
105,49.5556,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00158816,0.00158816,0.00158816
106,50.0219,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.0015842,0.0015842,0.0015842
107,50.4681,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00158024,0.00158024,0.00158024
108,50.9391,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00157628,0.00157628,0.00157628
109,51.3856,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00157232,0.00157232,0.00157232
110,51.8527,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00156836,0.00156836,0.00156836
111,52.3155,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.0015644,0.0015644,0.0015644
112,52.7757,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00156044,0.00156044,0.00156044
113,53.2249,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00155648,0.00155648,0.00155648
114,53.6864,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00155252,0.00155252,0.00155252
115,54.1292,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00154856,0.00154856,0.00154856
116,54.5866,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.0015446,0.0015446,0.0015446
117,55.0491,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00154064,0.00154064,0.00154064
118,55.511,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00153668,0.00153668,0.00153668
119,55.9706,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00153272,0.00153272,0.00153272
120,56.4223,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00152876,0.00152876,0.00152876
121,56.8848,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.0015248,0.0015248,0.0015248
122,57.3446,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00152084,0.00152084,0.00152084
123,57.797,2.22984,4.66308,4.12121,0,0,0,0,4.02942,4.24091,4.18319,0.00151688,0.00151688,0.00151688
124,58.2819,2.22984,4.66308,4.12121,0,0,0,0,4.08885,4.27208,4.22973,0.00151292,0.00151292,0.00151292
125,58.7283,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00150896,0.00150896,0.00150896
126,59.2017,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.001505,0.001505,0.001505
127,59.6611,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00150104,0.00150104,0.00150104
128,60.1195,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00149708,0.00149708,0.00149708
129,60.5774,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00149312,0.00149312,0.00149312
130,61.0235,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00148916,0.00148916,0.00148916
131,61.4931,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.0014852,0.0014852,0.0014852
132,61.9524,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00148124,0.00148124,0.00148124
133,62.4169,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00147728,0.00147728,0.00147728
134,62.8831,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00147332,0.00147332,0.00147332
135,63.3379,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00146936,0.00146936,0.00146936
136,63.8149,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.0014654,0.0014654,0.0014654
137,64.2703,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00146144,0.00146144,0.00146144
138,64.7324,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00145748,0.00145748,0.00145748
139,65.2066,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00145352,0.00145352,0.00145352
140,65.6632,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00144956,0.00144956,0.00144956
141,66.1294,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.0014456,0.0014456,0.0014456
142,66.5989,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00144164,0.00144164,0.00144164
143,67.0666,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00143768,0.00143768,0.00143768
144,67.5444,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00143372,0.00143372,0.00143372
145,67.9985,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00142976,0.00142976,0.00142976
146,68.4666,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.0014258,0.0014258,0.0014258
147,68.9296,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00142184,0.00142184,0.00142184
148,69.3883,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00141788,0.00141788,0.00141788
149,69.8431,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00141392,0.00141392,0.00141392
150,70.3443,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00140996,0.00140996,0.00140996
151,70.8113,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.001406,0.001406,0.001406
152,71.2781,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00140204,0.00140204,0.00140204
153,71.7483,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00139808,0.00139808,0.00139808
154,72.2489,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00139412,0.00139412,0.00139412
155,72.7103,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00139016,0.00139016,0.00139016
156,73.182,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.0013862,0.0013862,0.0013862
157,73.6814,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00138224,0.00138224,0.00138224
158,74.1475,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00137828,0.00137828,0.00137828
159,74.5986,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00137432,0.00137432,0.00137432
160,75.0713,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00137036,0.00137036,0.00137036
161,75.5289,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.0013664,0.0013664,0.0013664
162,75.984,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00136244,0.00136244,0.00136244
163,76.4567,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00135848,0.00135848,0.00135848
164,76.9217,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00135452,0.00135452,0.00135452
165,77.3821,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00135056,0.00135056,0.00135056
166,77.8444,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.0013466,0.0013466,0.0013466
167,78.3122,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00134264,0.00134264,0.00134264
168,78.7804,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00133868,0.00133868,0.00133868
169,79.2519,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00133472,0.00133472,0.00133472
170,79.7581,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00133076,0.00133076,0.00133076
171,80.215,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.0013268,0.0013268,0.0013268
172,80.6713,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00132284,0.00132284,0.00132284
173,81.1557,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00131888,0.00131888,0.00131888
174,81.6308,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00131492,0.00131492,0.00131492
175,82.0975,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00131096,0.00131096,0.00131096
176,82.5724,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.001307,0.001307,0.001307
177,83.0494,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00130304,0.00130304,0.00130304
178,83.5216,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00129908,0.00129908,0.00129908
179,83.9816,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00129512,0.00129512,0.00129512
180,84.4393,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00129116,0.00129116,0.00129116
181,84.9216,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.0012872,0.0012872,0.0012872
182,85.3888,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00128324,0.00128324,0.00128324
183,85.8758,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00127928,0.00127928,0.00127928
184,86.334,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00127532,0.00127532,0.00127532
185,86.8032,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00127136,0.00127136,0.00127136
186,87.2692,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.0012674,0.0012674,0.0012674
187,87.7297,2.05673,2.94499,4.0224,0,0,0,0,4.08885,4.27208,4.22973,0.00126344,0.00126344,0.00126344
188,88.2394,2.05673,2.94499,4.0224,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.00125948,0.00125948,0.00125948
189,88.7134,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.00125552,0.00125552,0.00125552
190,89.1742,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.00125156,0.00125156,0.00125156
191,89.6433,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.0012476,0.0012476,0.0012476
192,90.1079,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.00124364,0.00124364,0.00124364
193,90.615,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.00123968,0.00123968,0.00123968
194,91.1,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.00123572,0.00123572,0.00123572
195,91.5921,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.00123176,0.00123176,0.00123176
196,92.0967,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.0012278,0.0012278,0.0012278
197,92.5791,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.00122384,0.00122384,0.00122384
198,93.066,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.00121988,0.00121988,0.00121988
199,93.5539,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.00121592,0.00121592,0.00121592
200,94.0256,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.00121196,0.00121196,0.00121196
201,94.5087,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.001208,0.001208,0.001208
202,94.9803,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.00120404,0.00120404,0.00120404
203,95.4642,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.00120008,0.00120008,0.00120008
204,95.9288,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.00119612,0.00119612,0.00119612
205,96.4114,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.00119216,0.00119216,0.00119216
206,96.906,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.0011882,0.0011882,0.0011882
207,97.3831,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.00118424,0.00118424,0.00118424
208,97.8888,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.00118028,0.00118028,0.00118028
209,98.3578,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.00117632,0.00117632,0.00117632
210,98.8254,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.00117236,0.00117236,0.00117236
211,99.2865,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.0011684,0.0011684,0.0011684
212,99.7726,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.00116444,0.00116444,0.00116444
213,100.248,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.00116048,0.00116048,0.00116048
214,100.743,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.00115652,0.00115652,0.00115652
215,101.248,1.99001,3.26718,3.72798,0.01333,1,0.11744,0.06064,2.24023,3.34198,3.70001,0.00115256,0.00115256,0.00115256
